Public Address,MINA,POL,POL,AVX,USDT,ETH,PEPE
0x3b27fa4DC315E62B543AB7A83F7BDA79e8656F1C,5232.3013,9751.7939,5859.8217,1487.7787,6522.0212,517.5485
0xd17EF0215419b3ef5b0Af0bF8072e173F68958A7,2062.8281,1481.6301,5647.8411,3439.1742,9888.4845,4091.9726
0xD83b61683bf642bc09E9dB4ad10e355f909cf3A1,854.0568,7704.7284,6000.9229,2397.7443,9546.6665,616.9194
0xBC8B5741Ce1fDfeD8652bD140ba11e6e8Fd26cd5,231.2404,3393.7466,4410.9617,5065.9874,8921.7194,6207.9424
0x0b1d823185402F4dd51B0199cAacd88eC6784E03,7870.5206,8288.5612,8159.1559,9100.4345,7272.5003,3001.5975
0xa7f9805424f561E823427ccc0783CCC7F8E4Eaa2,1507.1536,5675.9854,2884.6784,4328.3554,4817.3726,3362.1324
0xD75d6Cf597f2b268Dbf940762503D765aEb0F812,2754.2484,1341.328,3985.1131,9955.2821,8219.5246,1488.5599
0x86395AFea84CA2D4F31987B2b759F6e2fDA4F405,9552.8031,9171.9766,6652.8867,6659.7055,805.3933,7557.2487
0x696B772b4075cD5c369A3a625a1F46ab2b55aB44,4732.9601,7183.9301,9164.7045,2233.4201,1339.0234,6762.6876
0x171E3ef5B6c7282847c8B68082b12C4dCd0c4205,860.6756,3373.8124,6493.6837,4838.4199,4691.9054,5955.6318
0x4068c73B3a4DC8c5fCcf03F74358C15Ce13303f7,7130.924,2102.7781,9240.9354,763.3861,3715.1213,6499.5866
0xB50f3b5afF5fC431FE5F7672c2C8745e085f3D24,4599.7963,4803.4025,5739.3603,3675.1503,6463.9538,9207.7368
0x73e3267B9fCD43D2Fa8837EfDa09A48Eb0f2d240,5398.1238,9878.6498,8698.6471,5612.1668,364.203,9720.972
0x2e414b1d9c6012Ea37B1492325525C1249C2c441,9395.8971,296.5178,1758.2636,2191.7437,8042.6131,6769.2495
0x9F3bA25B58b920475c1127156126005656526e70,1929.5958,9008.734,2065.6009,3648.8554,5829.1908,2745.0108
0x1E718B3D80faAA73218dbbcA643862a035B95dF1,2870.7656,2864.7206,2845.5753,5910.4137,2558.4938,9628.544
0xd333eAC5f438A2dF534e0453F696Dae26069ecc5,1305.2118,8914.4557,6705.636,5166.2833,1396.3257,6212.8754
0x78EE11345a7b5d5a2d4f238D02616c3EA3f1044b,6177.6107,5969.1676,2091.9035,26.4614,3682.8983,103.4675
0x839Fa48F4676e13644C3569ab8314358b55d5eA9,6615.536,9521.8844,7634.1876,3039.0289,7728.734,6606.8719
0x1206491693C86a4c4188dD3D69e731d1E19eC8D2,1805.6401,192.1456,3868.6857,8530.6697,1636.8822,2218.9432
0x1db695bf2c83d88b2540A8533DA78afA9bb2cfcb,1811.5246,3006.357,3707.6322,3233.1176,4438.6662,8219.8799
0x8Fcb32285b0c0cA12b1615dd3EEe3fAd7EB07Ce9,1130.0468,6213.0654,1090.4273,7487.5364,5385.6395,2902.8813
0x503fcCa67DE236E06dF0c842390028A826D4C6Ef,660.1519,929.9167,3425.5368,5424.2408,3619.8815,8996.6845
0xEbceEEA0bAa1a701D4A16A81e9d181Ed1B61DA20,449.2212,7563.8276,2359.1628,9681.6579,9483.5333,8171.6328
0xf325b742b254f860ef97B55fc462274a891380dC,321.9298,3139.107,8304.9659,6261.2893,671.6284,1407.978
0xd31089C0BE63a59E023Ce4F71C9fDcd0fa3E60EE,4420.5147,7502.1532,5960.4599,4634.2834,4022.3598,9466.6205
